country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,31480969.652103003,32016801.979853004,-535832.3277500011,18206020741000.0,212890784.0,0.027820599079132098,1.0
2.0,33720874.903983995,33274318.519922,446556.3840619959,18449119772645.47,396980142.0,0.020141095621674786,0.8725795027488233
3.0,7835100.440356,7885959.209191999,-50858.76883599907,4444930651964.18,76282461.0,0.0324071002006531,0.854808293224731
4.0,31105766.090519,30757374.803937003,348391.2865819968,11061553079876.4,988302343.0,0.0205700993537903,0.621549138483011
5.0,3072182.5130330003,3089253.459185,-17070.946151999757,1802214373741.32,142802802.0,0.013709299564361599,0.597797984767889
6.0,3951035.486878,4010038.7390390006,-59003.25216100039,2103587813812.75,869459756.0,0.0069309997558593805,0.293805456329383
7.0,2736863.002787,2774736.952464,-37873.94967699982,1556508816217.14,24190332.0,0.0169324004650116,0.9759582926853799
8.0,3280275.5240160003,3181923.54663,98351.9773860001,1465773245547.15,37379210.0,0.0397819995880127,0.7580583490804771
9.0,2391947.397244,2289486.299996,102461.0972480001,1363481063446.77,100195558.0,0.0110084998607635,0.386667563757739
10.0,1950598.5821970003,1965412.466121,-14813.883923999732,1171867608197.72,78585113.0,0.0042943000793457,0.525456673586441
11.0,624649.634635,629443.875756,-4794.241121000028,346709790458.563,37041896.0,0.00731469988822937,0.45685773101234406
12.0,22654974.050214,22930487.425871,-275513.37565699965,13214597822784.242,1863250303.0,0.013546558707414514,0.5726777336793948
